date,shift,pump,raw_text,clean_text,Seal_Issue,Low_Level,Pressure_Issue,Trip_Issue,Flow_Issue,Maintenance_Event,Mode_Event,Total_Failure,event,history,month
2025-03-01,Night,P216A,b&r is working on the 12” suction of p-216a/b. | 1730 pm brown and root – demo scaffold near p-216 a | 1730 pm brown and root – demo scaffold near p-216 a | #34 : p-216a,b&r is working on the 12” suction of p-216a/b. | 1730 pm brown and root – demo scaffold near p-216 a | 1730 pm brown and root – demo scaffold near p-216 a | #34 : p-216a,0,0,0,0,0,1,0,0,Maintenance,2025-03-01 | Night | Maintenance,March-2025
2025-03-01,Night,P216B,b&r is working on the 12” suction of p-216a/b. | bin 1 p-216b | 1730 pm brown and root – demo scaffold near p-216 a | 1: p-216b,b&r is working on the 12” suction of p-216a/b. | bin 1 p-216b | 1730 pm brown and root – demo scaffold near p-216 a | 1: p-216b,0,0,0,0,0,1,0,0,Maintenance,2025-03-01 | Night | Maintenance,March-2025
2025-03-01,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),1,0,0,0,0,0,0,1,Seal Failure,2025-03-01 | Night | Seal Failure,March-2025
2025-03-01,Night,P669B,p669b tripped i&e reset and advised it should be off generator possibly tomorrow should stop tripping when power restored.,p669b tripped i&e reset and advised it should be off generator possibly tomorrow should stop tripping when power restored.,0,0,0,1,0,0,0,1,Trip,2025-03-01 | Night | Trip,March-2025
2025-03-02,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),1,0,0,0,0,0,0,1,Seal Failure,2025-03-02 | Night | Seal Failure,March-2025
2025-03-02,Night,P669B,p669b tripped i&e reset.,p669b tripped i&e reset.,0,0,0,1,0,0,0,1,Trip,2025-03-02 | Night | Trip,March-2025
2025-03-03,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),1,0,0,0,0,0,0,1,Seal Failure,2025-03-03 | Night | Seal Failure,March-2025
2025-03-05,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),1,0,0,0,0,0,0,1,Seal Failure,2025-03-05 | Night | Seal Failure,March-2025
2025-03-06,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),1,0,0,0,0,0,0,1,Seal Failure,2025-03-06 | Night | Seal Failure,March-2025
2025-03-07,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-07 | Night | Seal Failure,March-2025
2025-03-10,Night,P41B,bin 3 p-41b seal repair,bin 3 p-41b seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-03-10 | Night | Seal Failure,March-2025
2025-03-11,Day,P70A,b&r cutting and prepping 3” line on kickback for p-70 pumps.,b&r cutting and prepping 3” line on kickback for p-70 pumps.,0,0,0,0,1,0,0,1,Flow Issue,2025-03-11 | Day | Flow Issue,March-2025
2025-03-11,Day,P70B,b&r cutting and prepping 3” line on kickback for p-70 pumps.,b&r cutting and prepping 3” line on kickback for p-70 pumps.,0,0,0,0,1,0,0,1,Flow Issue,2025-03-11 | Day | Flow Issue,March-2025
2025-03-11,Night,P41B,bin 3 p-41b seal repair,bin 3 p-41b seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-03-11 | Night | Seal Failure,March-2025
2025-03-12,Night,P41B,bin 3 p-41b seal repair,bin 3 p-41b seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-03-12 | Night | Seal Failure,March-2025
2025-03-14,Day,P70A,lined up p-70a/b to the minflow line so b&r could proceed with hydros.,lined up p-70a/b to the minflow line so b&r could proceed with hydros.,0,0,0,0,1,0,0,1,Flow Issue,2025-03-14 | Day | Flow Issue,March-2025
2025-03-14,Day,P70B,lined up p-70a/b to the minflow line so b&r could proceed with hydros. | p-70b has been running throughout the day.,lined up p-70a/b to the minflow line so b&r could proceed with hydros. | p-70b has been running throughout the day.,0,0,0,0,1,0,0,1,Flow Issue,2025-03-14 | Day | Flow Issue,March-2025
2025-03-14,Night,P216A,ivol maintenance aligned p-216a.,ivol maintenance aligned p-216a.,0,0,0,0,0,1,0,0,Maintenance,2025-03-14 | Night | Maintenance,March-2025
2025-03-14,Night,P41B,bin 3 p-41b seal repair,bin 3 p-41b seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-03-14 | Night | Seal Failure,March-2025
2025-03-15,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-15 | Night | Seal Failure,March-2025
2025-03-16,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-16 | Night | Seal Failure,March-2025
2025-03-17,Day,P58A,locked out p-58a/b discharge piping for ft-5091 tap replacement.,locked out p-58a/b discharge piping for ft-5091 tap replacement.,0,0,0,0,0,1,0,0,Maintenance,2025-03-17 | Day | Maintenance,March-2025
2025-03-17,Day,P58B,locked out p-58a/b discharge piping for ft-5091 tap replacement.,locked out p-58a/b discharge piping for ft-5091 tap replacement.,0,0,0,0,0,1,0,0,Maintenance,2025-03-17 | Day | Maintenance,March-2025
2025-03-17,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-17 | Night | Seal Failure,March-2025
2025-03-18,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-18 | Night | Seal Failure,March-2025
2025-03-19,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),1,0,0,0,0,0,0,1,Seal Failure,2025-03-19 | Night | Seal Failure,March-2025
2025-03-20,Day,P216A,p-216a interlock trip tested | ivol i&e installing vibration probes on p-216a,p-216a interlock trip tested | ivol i&e installing vibration probes on p-216a,0,0,0,1,0,0,0,1,Trip,2025-03-20 | Day | Trip,March-2025
2025-03-20,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),bin 3 p-41b seal repair | bin #3 p-41b (main sat box t and i bin #24),1,0,0,0,0,0,0,1,Seal Failure,2025-03-20 | Night | Seal Failure,March-2025
2025-03-21,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-21 | Night | Seal Failure,March-2025
2025-03-22,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-22 | Night | Seal Failure,March-2025
2025-03-23,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-03-23 | Day | Maintenance,March-2025
2025-03-23,Night,P1A,ivol maintenance is installing p-1a motor.,ivol maintenance is installing p-1a motor.,0,0,0,0,0,1,0,0,Maintenance,2025-03-23 | Night | Maintenance,March-2025
2025-03-23,Night,P41B,bin 3 p-41b seal repair,bin 3 p-41b seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-03-23 | Night | Seal Failure,March-2025
2025-03-24,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-03-24 | Day | Maintenance,March-2025
2025-03-24,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-24 | Night | Seal Failure,March-2025
2025-03-25,Day,P36B,p-36b has been unlocked and energized for maintenance’s upcoming screen lube flushing for c-2.,p-36b has been unlocked and energized for maintenance’s upcoming screen lube flushing for c-2.,0,0,0,0,0,1,0,0,Maintenance,2025-03-25 | Day | Maintenance,March-2025
2025-03-25,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-03-25 | Day | Maintenance,March-2025
2025-03-25,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-25 | Night | Seal Failure,March-2025
2025-03-26,Day,P216A,ivol maintenance working on p-216a. | #34 : p-216a,ivol maintenance working on p-216a. | #34 : p-216a,0,0,0,0,0,1,0,0,Maintenance,2025-03-26 | Day | Maintenance,March-2025
2025-03-26,Day,P35B,p-35b replacement is completed. p-35b started for kaizen to start lube oil flush on c-1 system. | p-35b has been shut down and locked out on the breaker in k-2. | pump test pre-startup action form’ completed for p-35b and p-37b. forms turned into operations coordinator.,p-35b replacement is completed. p-35b started for kaizen to start lube oil flush on c-1 system. | p-35b has been shut down and locked out on the breaker in k-2. | pump test pre-startup action form’ completed for p-35b and p-37b. forms turned into operations coordinator.,0,0,0,0,0,1,0,0,Maintenance,2025-03-26 | Day | Maintenance,March-2025
2025-03-26,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-03-26 | Day | Maintenance,March-2025
2025-03-26,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-26 | Night | Seal Failure,March-2025
2025-03-27,Night,P35B,p-35b pump replacement (loto is currently a single source in k-2),p-35b pump replacement (loto is currently a single source in k-2),0,0,0,0,0,1,0,0,Maintenance,2025-03-27 | Night | Maintenance,March-2025
2025-03-28,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-03-28 | Day | Maintenance,March-2025
2025-03-28,Night,P41B,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,bin 3 p-41b seal repair | bin #3 p-41b (main sat box is at t&i south bin #24,1,0,0,0,0,0,0,1,Seal Failure,2025-03-28 | Night | Seal Failure,March-2025
2025-03-29,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Day | Maintenance,March-2025
2025-03-29,Night,P1B,bin 2 p-1b | 2: p-1b (full loto),bin 2 p-1b | 2: p-1b (full loto),0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P212A,"walked down p-212,213, & 214 for pssr | bin 1 p-212-a complete loto | bin 1 p-212-a complete loto","walked down p-212,213, & 214 for pssr | bin 1 p-212-a complete loto | bin 1 p-212-a complete loto",0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P212B,"walked down p-212,213, & 214 for pssr | bin 1 p-212-a complete loto","walked down p-212,213, & 214 for pssr | bin 1 p-212-a complete loto",0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P213A,bin 11: p-213a/b | bin # 11 p-213 complete loto,bin 11: p-213a/b | bin # 11 p-213 complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P213B,bin 11: p-213a/b | bin # 11 p-213 complete loto,bin 11: p-213a/b | bin # 11 p-213 complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P214A,bin 2 p-214-a complete loto | bin 2 p-214-a complete loto,bin 2 p-214-a complete loto | bin 2 p-214-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P214B,bin 2 p-214-a complete loto,bin 2 p-214-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P216A,bin 34: p-216a | #34 : p-216a (equalization and minflow unlocked),bin 34: p-216a | #34 : p-216a (equalization and minflow unlocked),0,0,0,0,1,0,0,1,Flow Issue,2025-03-29 | Night | Flow Issue,March-2025
2025-03-29,Night,P216B,maintenance will need to pull the 3” blind (recirc line to d-39 on f-1a) tonight in prep of bringing up p-216b. | bin 1 p-216b,maintenance will need to pull the 3” blind (recirc line to d-39 on f-1a) tonight in prep of bringing up p-216b. | bin 1 p-216b,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P35A,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P35B,bin 01: p-35b | bin 5 p-35-a complete loto,bin 01: p-35b | bin 5 p-35-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P36A,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P36B,bin 4 p-36-a complete loto,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P37A,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P37B,bin 14: p-37a/b | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-29 | Night | Maintenance,March-2025
2025-03-29,Night,P41B,bin 3 p-41b seal repair,bin 3 p-41b seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-03-29 | Night | Seal Failure,March-2025
2025-03-30,Day,P1B,bin 2 p-1b | 2: p-1b (full loto),bin 2 p-1b | 2: p-1b (full loto),0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Day | Maintenance,March-2025
2025-03-30,Day,P216A,34 : p-216a (equalization and minflow unlocked),34 : p-216a (equalization and minflow unlocked),0,0,0,0,1,0,0,1,Flow Issue,2025-03-30 | Day | Flow Issue,March-2025
2025-03-30,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Day | Maintenance,March-2025
2025-03-30,Night,P212A,bin 1 p-212-a complete loto | bin 1 p-212-a complete loto,bin 1 p-212-a complete loto | bin 1 p-212-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P212B,bin 1 p-212-a complete loto,bin 1 p-212-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P213A,bin 11: p-213a/b | bin # 11 p-213 complete loto,bin 11: p-213a/b | bin # 11 p-213 complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P213B,bin 11: p-213a/b | bin # 11 p-213 complete loto,bin 11: p-213a/b | bin # 11 p-213 complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P214A,bin 2 p-214-a complete loto | bin 2 p-214-a complete loto,bin 2 p-214-a complete loto | bin 2 p-214-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P214B,bin 2 p-214-a complete loto,bin 2 p-214-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P35A,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto,bin 5 p-35-a complete loto | bin 5 p-35-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P35B,bin 01: p-35b | bin 5 p-35-a complete loto,bin 01: p-35b | bin 5 p-35-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P36A,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P36B,bin 4 p-36-a complete loto,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P37A,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-30,Night,P37B,bin 14: p-37a/b | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-30 | Night | Maintenance,March-2025
2025-03-31,Day,P36B,pump pre start up action form for p-36b complete | single source loto for p-36b,pump pre start up action form for p-36b complete | single source loto for p-36b,0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Day | Maintenance,March-2025
2025-03-31,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Day | Maintenance,March-2025
2025-03-31,Night,P1B,"10:15pm lined up 55# exhaust steam to p-1b for warmup | 2: p-1b (full loto, 55# exhaust steam lined up/warming up)","10:15pm lined up 55# exhaust steam to p-1b for warmup | 2: p-1b (full loto, 55# exhaust steam lined up/warming up)",0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Night | Maintenance,March-2025
2025-03-31,Night,P212A,"installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-212-a had no ctw outlet valve and blowing straight to grade…blocked back in | p-212-a had no ctw outlet valve and blowing straight to grade…blocked back in | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw","installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-212-a had no ctw outlet valve and blowing straight to grade…blocked back in | p-212-a had no ctw outlet valve and blowing straight to grade…blocked back in | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-03-31 | Night | Trip, Maintenance",March-2025
2025-03-31,Night,P212B,"installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-212-a had no ctw outlet valve and blowing straight to grade…blocked back in | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw","installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-212-a had no ctw outlet valve and blowing straight to grade…blocked back in | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-03-31 | Night | Trip, Maintenance",March-2025
2025-03-31,Night,P213A,"bin 11: p-213a/b | installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-213-a had a ctw leak at union on supply…blocked back in | p-213-a had a ctw leak at union on supply…blocked back in | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak","bin 11: p-213a/b | installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-213-a had a ctw leak at union on supply…blocked back in | p-213-a had a ctw leak at union on supply…blocked back in | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-03-31 | Night | Trip, Maintenance",March-2025
2025-03-31,Night,P213B,"bin 11: p-213a/b | installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-213-a had a ctw leak at union on supply…blocked back in | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak","bin 11: p-213a/b | installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-213-a had a ctw leak at union on supply…blocked back in | bin # 11 p-213 complete loto pulled for o/s trip #180 inlet steam leak",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-03-31 | Night | Trip, Maintenance",March-2025
2025-03-31,Night,P214A,"installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-214-a has a bad flange on turbine side of steam supply #180…steam loto’d back out | p-214-a has a bad flange on turbine side of steam supply #180…steam loto’d back out | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union","installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-214-a has a bad flange on turbine side of steam supply #180…steam loto’d back out | p-214-a has a bad flange on turbine side of steam supply #180…steam loto’d back out | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-03-31 | Night | Trip, Maintenance",March-2025
2025-03-31,Night,P214B,"installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-214-a has a bad flange on turbine side of steam supply #180…steam loto’d back out | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union","installed strainers as per maint on p-212, p-213, & p-214 | p-212, p-213, & p-214 had no oil in turbines | p-214-a has a bad flange on turbine side of steam supply #180…steam loto’d back out | bin 2 p-214-a complete loto pulled for o/s trip ctw leak at union",0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-03-31 | Night | Trip, Maintenance",March-2025
2025-03-31,Night,P216A,"bin 34: p-216a | 10:00pm lined up 180# exhaust steam to p-216a for warmup | 34 : p-216a (equalization and minflow unlocked, 180# exhaust steam lined up/warming up)","bin 34: p-216a | 10:00pm lined up 180# exhaust steam to p-216a for warmup | 34 : p-216a (equalization and minflow unlocked, 180# exhaust steam lined up/warming up)",0,0,0,0,1,0,0,1,Flow Issue,2025-03-31 | Night | Flow Issue,March-2025
2025-03-31,Night,P35A,loto p-35-b single source breaker | bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker,loto p-35-b single source breaker | bin 5 p-35-a complete loto | bin 5 p-35-a complete loto | loto p-35-b single source breaker,0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Night | Maintenance,March-2025
2025-03-31,Night,P35B,bin 01: p-35b | loto p-35-b single source breaker | loto p-35-b single source breaker | bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker,bin 01: p-35b | loto p-35-b single source breaker | loto p-35-b single source breaker | bin 5 p-35-a complete loto | loto p-35-b single source breaker | loto p-35-b single source breaker,0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Night | Maintenance,March-2025
2025-03-31,Night,P36A,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,bin 4 p-36-a complete loto | bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Night | Maintenance,March-2025
2025-03-31,Night,P36B,bin 4 p-36-a complete loto,bin 4 p-36-a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Night | Maintenance,March-2025
2025-03-31,Night,P37A,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Night | Maintenance,March-2025
2025-03-31,Night,P37B,bin 14: p-37a/b | bin # 14 p-37 a complete loto,bin 14: p-37a/b | bin # 14 p-37 a complete loto,0,0,0,0,0,1,0,0,Maintenance,2025-03-31 | Night | Maintenance,March-2025
2025-04-01,Day,P35B,single source loto for p-35b,single source loto for p-35b,0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Day | Maintenance,April-2025
2025-04-01,Day,P400B,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,firewater pump 400b is down for maintenance. monitors surrounding the spheres will be used in place of compromised deluge heads in case of emergency.,0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Day | Maintenance,April-2025
2025-04-01,Night,P1B,2: p-1b (full loto),2: p-1b (full loto),0,0,0,0,0,1,0,0,Maintenance,2025-04-01 | Night | Maintenance,April-2025
2025-04-01,Night,P212A,bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw,bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw | bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-01 | Night | Trip, Maintenance",April-2025
2025-04-01,Night,P212B,bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw,bin 1 p-212-a complete loto pulled for o/s trip no valve on ctw,0,0,0,1,0,1,0,1,"Trip, Maintenance","2025-04-01 | Night | Trip, Maintenance",April-2025
