date,shift,pump,raw_text,clean_text,Seal_Issue,Low_Level,Pressure_Issue,Trip_Issue,Flow_Issue,Maintenance_Event,Mode_Event,Total_Failure,event,history,month
2025-09-22,Day,P30A,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-09-22 | Day | Seal Failure,September-2025
2025-09-22,Day,P30B,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-09-22 | Day | Seal Failure,September-2025
2025-09-22,Day,P601A,bin 3: p-601a for mechanical seal replacement,bin 3: p-601a for mechanical seal replacement,1,0,0,0,0,0,0,1,Seal Failure,2025-09-22 | Day | Seal Failure,September-2025
2025-09-23,Day,P203B,maintenance did pm on p203b.,maintenance did pm on p203b.,0,0,0,0,0,1,0,0,Maintenance,2025-09-23 | Day | Maintenance,September-2025
2025-09-23,Day,P209A,"17:04, p-209.a online, “b” down for maintenance. | locked out p-209 b for pm (north #2)","17:04, p-209.a online, “b” down for maintenance. | locked out p-209 b for pm (north #2)",0,0,0,0,0,1,1,0,Maintenance,2025-09-23 | Day | Maintenance,September-2025
2025-09-23,Day,P209B,"17:04, p-209.a online, “b” down for maintenance. | locked out p-209 b for pm (north #2) | locked out p-209 b for pm (north #2) | 2: p-209b (pm)","17:04, p-209.a online, “b” down for maintenance. | locked out p-209 b for pm (north #2) | locked out p-209 b for pm (north #2) | 2: p-209b (pm)",0,0,0,0,0,1,1,0,Maintenance,2025-09-23 | Day | Maintenance,September-2025
2025-09-23,Day,P30A,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-09-23 | Day | Seal Failure,September-2025
2025-09-23,Day,P30B,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-09-23 | Day | Seal Failure,September-2025
2025-09-23,Day,P601A,bin 3: p-601a for mechanical seal replacement | bin 3: p-601a for mechanical seal replacement.,bin 3: p-601a for mechanical seal replacement | bin 3: p-601a for mechanical seal replacement.,1,0,0,0,0,0,0,1,Seal Failure,2025-09-23 | Day | Seal Failure,September-2025
2025-09-24,Day,P212A,"swapped to p212b to pull p212a for repairs. | visual inspections conducted on the governor oil for p-35a, p-36a, p-37a, p-212a, p-213a, & p-214a. | locked out p-212a | ivol maintenance is working on pulling p-212a | bin1: p-212a for maintenance | line break for p-212. | critical lift for p-212. | bin 1 p-212a","swapped to p212b to pull p212a for repairs. | visual inspections conducted on the governor oil for p-35a, p-36a, p-37a, p-212a, p-213a, & p-214a. | locked out p-212a | ivol maintenance is working on pulling p-212a | bin1: p-212a for maintenance | line break for p-212. | critical lift for p-212. | bin 1 p-212a",0,0,0,0,0,1,1,0,Maintenance,2025-09-24 | Day | Maintenance,September-2025
2025-09-24,Day,P30A,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-09-24 | Day | Seal Failure,September-2025
2025-09-24,Day,P30B,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-09-24 | Day | Seal Failure,September-2025
2025-09-24,Day,P601A,bin 3: p-601a for mechanical seal replacement | bin 3: p-601a for mechanical seal replacement.,bin 3: p-601a for mechanical seal replacement | bin 3: p-601a for mechanical seal replacement.,1,0,0,0,0,0,0,1,Seal Failure,2025-09-24 | Day | Seal Failure,September-2025
2025-09-25,Day,P212A,"visual inspections conducted on the governor oil for p-35a, p-36a, p-37a, p-212a, p-213a, & p-214a. | ivol maintenance is working on reinstalling p-212a | used vac truck to clean shaft well for p-212a | bin1: p-212a for maintenance | line break for p-212. | critical lift for p-212. | bin 1 p-212a","visual inspections conducted on the governor oil for p-35a, p-36a, p-37a, p-212a, p-213a, & p-214a. | ivol maintenance is working on reinstalling p-212a | used vac truck to clean shaft well for p-212a | bin1: p-212a for maintenance | line break for p-212. | critical lift for p-212. | bin 1 p-212a",0,0,0,0,0,1,0,0,Maintenance,2025-09-25 | Day | Maintenance,September-2025
2025-09-25,Day,P30A,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-09-25 | Day | Seal Failure,September-2025
2025-09-25,Day,P30B,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-09-25 | Day | Seal Failure,September-2025
2025-09-25,Day,P601A,bin 3: p-601a for mechanical seal replacement | bin 3: p-601a for mechanical seal replacement.,bin 3: p-601a for mechanical seal replacement | bin 3: p-601a for mechanical seal replacement.,1,0,0,0,0,0,0,1,Seal Failure,2025-09-25 | Day | Seal Failure,September-2025
2025-09-26,Day,P208A,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-26 | Day | Flow Issue,September-2025
2025-09-26,Day,P208B,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-26 | Day | Flow Issue,September-2025
2025-09-26,Day,P208S,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-26 | Day | Flow Issue,September-2025
2025-09-26,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-09-26 | Day | Maintenance,September-2025
2025-09-26,Day,P601B,bin 3 p-601b mechanical seal replacement,bin 3 p-601b mechanical seal replacement,1,0,0,0,0,0,0,1,Seal Failure,2025-09-26 | Day | Seal Failure,September-2025
2025-09-27,Day,P208A,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-27 | Day | Flow Issue,September-2025
2025-09-27,Day,P208B,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-27 | Day | Flow Issue,September-2025
2025-09-27,Day,P208S,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-27 | Day | Flow Issue,September-2025
2025-09-27,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-09-27 | Day | Maintenance,September-2025
2025-09-27,Day,P601B,bin 3 p-601b mechanical seal replacement,bin 3 p-601b mechanical seal replacement,1,0,0,0,0,0,0,1,Seal Failure,2025-09-27 | Day | Seal Failure,September-2025
2025-09-28,Day,P208A,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-28 | Day | Flow Issue,September-2025
2025-09-28,Day,P208B,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-28 | Day | Flow Issue,September-2025
2025-09-28,Day,P208S,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-28 | Day | Flow Issue,September-2025
2025-09-28,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-09-28 | Day | Maintenance,September-2025
2025-09-28,Day,P601B,bin 3 p-601b mechanical seal replacement,bin 3 p-601b mechanical seal replacement,1,0,0,0,0,0,0,1,Seal Failure,2025-09-28 | Day | Seal Failure,September-2025
2025-09-29,Day,P203A,"pumped up seal pot on p-203a | swapped p-203 pumps (p-203b online, p-203a offline) | swapped p-203 pumps (p-203b online, p-203a offline) | p-203a lotoed | bin 2 p-203a seal repair","pumped up seal pot on p-203a | swapped p-203 pumps (p-203b online, p-203a offline) | swapped p-203 pumps (p-203b online, p-203a offline) | p-203a lotoed | bin 2 p-203a seal repair",1,0,0,0,0,0,1,1,Seal Failure,2025-09-29 | Day | Seal Failure,September-2025
2025-09-29,Day,P208A,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-29 | Day | Flow Issue,September-2025
2025-09-29,Day,P208B,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-29 | Day | Flow Issue,September-2025
2025-09-29,Day,P208S,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-09-29 | Day | Flow Issue,September-2025
2025-09-29,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-09-29 | Day | Maintenance,September-2025
2025-09-29,Day,P601B,p-601b being installed at time of report | bin 3 p-601b mechanical seal replacement,p-601b being installed at time of report | bin 3 p-601b mechanical seal replacement,1,0,0,0,0,0,0,1,Seal Failure,2025-09-29 | Day | Seal Failure,September-2025
2025-10-01,Day,P203A,bin 1 p203a seal oil pot repair. | bin 1 p-203a seal repair,bin 1 p203a seal oil pot repair. | bin 1 p-203a seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-10-01 | Day | Seal Failure,October-2025
2025-10-01,Day,P208A,fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-01 | Day | Flow Issue,October-2025
2025-10-01,Day,P208B,fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-01 | Day | Flow Issue,October-2025
2025-10-01,Day,P208S,fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-01 | Day | Flow Issue,October-2025
2025-10-01,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-10-01 | Day | Maintenance,October-2025
2025-10-01,Day,P45A,bin 2 p45a seal oil pot repair. | bin 2 p-45a seal repair,bin 2 p45a seal oil pot repair. | bin 2 p-45a seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-10-01 | Day | Seal Failure,October-2025
2025-10-01,Day,P601B,bin #3: p-601b | bin 3 p-601b mechanical seal replacement,bin #3: p-601b | bin 3 p-601b mechanical seal replacement,1,0,0,0,0,0,0,1,Seal Failure,2025-10-01 | Day | Seal Failure,October-2025
2025-10-02,Day,P203A,bin 1 p203a seal oil pot repair. | rotating removed pump bowl from p-203a | bin 1 p-203a seal repair,bin 1 p203a seal oil pot repair. | rotating removed pump bowl from p-203a | bin 1 p-203a seal repair,1,0,0,0,0,0,0,1,Seal Failure,2025-10-02 | Day | Seal Failure,October-2025
2025-10-02,Day,P208A,fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-02 | Day | Flow Issue,October-2025
2025-10-02,Day,P208B,fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-02 | Day | Flow Issue,October-2025
2025-10-02,Day,P208S,fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),fv-7050 p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-02 | Day | Flow Issue,October-2025
2025-10-02,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-10-02 | Day | Maintenance,October-2025
2025-10-02,Day,P45A,bin 2 p45a seal oil pot repair. | rotating pulled p-45a | bin 2 p-45a seal repair,bin 2 p45a seal oil pot repair. | rotating pulled p-45a | bin 2 p-45a seal repair,1,0,0,0,0,1,0,1,"Seal Failure, Maintenance","2025-10-02 | Day | Seal Failure, Maintenance",October-2025
2025-10-03,Day,P203A,maintenance staff stayed late to finish re-install of p45a. this and p203a will be cold aligned monday. | rotating worked on p-203a | bin 1 p-203a seal repair,maintenance staff stayed late to finish re-install of p45a. this and p203a will be cold aligned monday. | rotating worked on p-203a | bin 1 p-203a seal repair,1,0,0,0,0,1,0,1,"Seal Failure, Maintenance","2025-10-03 | Day | Seal Failure, Maintenance",October-2025
2025-10-03,Day,P208A,fv7050-p208 kick back | fv-7050 – (p-208 kickback),fv7050-p208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-03 | Day | Flow Issue,October-2025
2025-10-03,Day,P208B,fv7050-p208 kick back | fv-7050 – (p-208 kickback),fv7050-p208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-03 | Day | Flow Issue,October-2025
2025-10-03,Day,P208S,fv7050-p208 kick back | fv-7050 – (p-208 kickback),fv7050-p208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-03 | Day | Flow Issue,October-2025
2025-10-03,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-10-03 | Day | Maintenance,October-2025
2025-10-03,Day,P30A,p30 seal pot pressure | p-30 seal pots:,p30 seal pot pressure | p-30 seal pots:,1,0,0,0,0,0,0,1,Seal Failure,2025-10-03 | Day | Seal Failure,October-2025
2025-10-03,Day,P30B,p30 seal pot pressure | p-30 seal pots:,p30 seal pot pressure | p-30 seal pots:,1,0,0,0,0,0,0,1,Seal Failure,2025-10-03 | Day | Seal Failure,October-2025
2025-10-03,Day,P45A,maintenance staff stayed late to finish re-install of p45a. this and p203a will be cold aligned monday. | cleared loto on p45a. purging with n2 to atm at time of report. breaker is energized. | bin 2 p-45a seal repair,maintenance staff stayed late to finish re-install of p45a. this and p203a will be cold aligned monday. | cleared loto on p45a. purging with n2 to atm at time of report. breaker is energized. | bin 2 p-45a seal repair,1,0,0,0,0,1,0,1,"Seal Failure, Maintenance","2025-10-03 | Day | Seal Failure, Maintenance",October-2025
2025-10-03,Night,P203A,cleared loto on p203a. dew point of -77.6c. puff purged 3x to flare. cracked suction only to chill down slowly. electrician is having issues energizing the breaker. looking for new breaker if we have one.,cleared loto on p203a. dew point of -77.6c. puff purged 3x to flare. cracked suction only to chill down slowly. electrician is having issues energizing the breaker. looking for new breaker if we have one.,0,0,0,0,0,1,0,0,Maintenance,2025-10-03 | Night | Maintenance,October-2025
2025-10-04,Day,P208A,fv-7050-p-208 kick back | fv-7050 – (p-208 kickback),fv-7050-p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-04 | Day | Flow Issue,October-2025
2025-10-04,Day,P208B,fv-7050-p-208 kick back | fv-7050 – (p-208 kickback),fv-7050-p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-04 | Day | Flow Issue,October-2025
2025-10-04,Day,P208S,fv-7050-p-208 kick back | fv-7050 – (p-208 kickback),fv-7050-p-208 kick back | fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-04 | Day | Flow Issue,October-2025
2025-10-04,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-10-04 | Day | Maintenance,October-2025
2025-10-04,Day,P30A,p30 seal pot pressure | p-30 seal pots:,p30 seal pot pressure | p-30 seal pots:,1,0,0,0,0,0,0,1,Seal Failure,2025-10-04 | Day | Seal Failure,October-2025
2025-10-04,Day,P30B,p30 seal pot pressure | p-30 seal pots:,p30 seal pot pressure | p-30 seal pots:,1,0,0,0,0,0,0,1,Seal Failure,2025-10-04 | Day | Seal Failure,October-2025
2025-10-05,Day,P208A,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-05 | Day | Flow Issue,October-2025
2025-10-05,Day,P208B,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-05 | Day | Flow Issue,October-2025
2025-10-05,Day,P208S,fv-7050 – (p-208 kickback),fv-7050 – (p-208 kickback),0,0,0,0,1,0,0,1,Flow Issue,2025-10-05 | Day | Flow Issue,October-2025
2025-10-05,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-10-05 | Day | Maintenance,October-2025
2025-10-06,Day,P204A,locked out p-204 b (breakers only) | lost flow on p-204 a (pump back to normal) | lost flow on p-204 a (pump back to normal) | bin 2 p-204 b lube oil leak,locked out p-204 b (breakers only) | lost flow on p-204 a (pump back to normal) | lost flow on p-204 a (pump back to normal) | bin 2 p-204 b lube oil leak,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Day | Maintenance,October-2025
2025-10-06,Day,P204B,locked out p-204 b (breakers only) | locked out p-204 b (breakers only) | lost flow on p-204 a (pump back to normal) | bin 2 p-204 b lube oil leak | bin 2 p-204 b lube oil leak,locked out p-204 b (breakers only) | locked out p-204 b (breakers only) | lost flow on p-204 a (pump back to normal) | bin 2 p-204 b lube oil leak | bin 2 p-204 b lube oil leak,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Day | Maintenance,October-2025
2025-10-06,Day,P204C,locked out p-204 b (breakers only) | lost flow on p-204 a (pump back to normal) | bin 2 p-204 b lube oil leak,locked out p-204 b (breakers only) | lost flow on p-204 a (pump back to normal) | bin 2 p-204 b lube oil leak,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Day | Maintenance,October-2025
2025-10-06,Day,P204S,locked out p-204 b (breakers only) | lost flow on p-204 a (pump back to normal) | bin 2 p-204 b lube oil leak,locked out p-204 b (breakers only) | lost flow on p-204 a (pump back to normal) | bin 2 p-204 b lube oil leak,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Day | Maintenance,October-2025
2025-10-06,Day,P23C,pm on p-23c | p-23 strokes set at 15,pm on p-23c | p-23 strokes set at 15,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Day | Maintenance,October-2025
2025-10-06,Night,P10B,seal pot level on p-31a and p-10b is getting low.,seal pot level on p-31a and p-10b is getting low.,0,1,0,0,0,0,0,1,Low Level,2025-10-06 | Night | Low Level,October-2025
2025-10-06,Night,P204A,backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive.,backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive.,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Night | Maintenance,October-2025
2025-10-06,Night,P204B,backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive. | backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive.,backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive. | backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive.,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Night | Maintenance,October-2025
2025-10-06,Night,P204C,backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive.,backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive.,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Night | Maintenance,October-2025
2025-10-06,Night,P204S,backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive.,backwashed p-204 b. cleared loto and had breakers energized. put lube oil pump in hand to get permissive.,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Night | Maintenance,October-2025
2025-10-06,Night,P23C,loto’ed p-23c | bin 1: p-23c maintenance,loto’ed p-23c | bin 1: p-23c maintenance,0,0,0,0,0,1,0,0,Maintenance,2025-10-06 | Night | Maintenance,October-2025
2025-10-06,Night,P30A,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-10-06 | Night | Seal Failure,October-2025
2025-10-06,Night,P30B,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-10-06 | Night | Seal Failure,October-2025
2025-10-06,Night,P31A,seal pot level on p-31a and p-10b is getting low.,seal pot level on p-31a and p-10b is getting low.,0,1,0,0,0,0,0,1,Low Level,2025-10-06 | Night | Low Level,October-2025
2025-10-06,Night,P45B,12:30 am loto on p45b for seal replacement. purging with n2 to flare. bin 2 | bin 2 p45b- seal replacement | pumped up seal pot on p45b.,12:30 am loto on p45b for seal replacement. purging with n2 to flare. bin 2 | bin 2 p45b- seal replacement | pumped up seal pot on p45b.,1,0,0,0,0,1,0,1,"Seal Failure, Maintenance","2025-10-06 | Night | Seal Failure, Maintenance",October-2025
2025-10-08,Day,P8A,swapped from p-8a to p-8b in order for maintenance to pm p-8a. the pm was not performed.,swapped from p-8a to p-8b in order for maintenance to pm p-8a. the pm was not performed.,0,0,0,0,0,1,1,0,Maintenance,2025-10-08 | Day | Maintenance,October-2025
2025-10-08,Day,P8B,swapped from p-8a to p-8b in order for maintenance to pm p-8a. the pm was not performed.,swapped from p-8a to p-8b in order for maintenance to pm p-8a. the pm was not performed.,0,0,0,0,0,1,1,0,Maintenance,2025-10-08 | Day | Maintenance,October-2025
2025-10-08,Night,P10B,seal pot level on p-31a and p-10b is getting low.,seal pot level on p-31a and p-10b is getting low.,0,1,0,0,0,0,0,1,Low Level,2025-10-08 | Night | Low Level,October-2025
2025-10-08,Night,P23C,bin 1: p-23c maintenance,bin 1: p-23c maintenance,0,0,0,0,0,1,0,0,Maintenance,2025-10-08 | Night | Maintenance,October-2025
2025-10-08,Night,P30A,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-10-08 | Night | Seal Failure,October-2025
2025-10-08,Night,P30B,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-10-08 | Night | Seal Failure,October-2025
2025-10-08,Night,P31A,seal pot level on p-31a and p-10b is getting low.,seal pot level on p-31a and p-10b is getting low.,0,1,0,0,0,0,0,1,Low Level,2025-10-08 | Night | Low Level,October-2025
2025-10-08,Night,P45B,bin 2 p45b- seal replacement,bin 2 p45b- seal replacement,1,0,0,0,0,0,0,1,Seal Failure,2025-10-08 | Night | Seal Failure,October-2025
2025-10-09,Day,P8A,maintenance did pm on p-8a. it is in standby.,maintenance did pm on p-8a. it is in standby.,0,0,0,0,0,1,1,0,Maintenance,2025-10-09 | Day | Maintenance,October-2025
2025-10-09,Night,P10B,seal pot level on p-31a and p-10b is getting low.,seal pot level on p-31a and p-10b is getting low.,0,1,0,0,0,0,0,1,Low Level,2025-10-09 | Night | Low Level,October-2025
2025-10-09,Night,P23C,bin 1: p-23c maintenance,bin 1: p-23c maintenance,0,0,0,0,0,1,0,0,Maintenance,2025-10-09 | Night | Maintenance,October-2025
2025-10-09,Night,P30A,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-10-09 | Night | Seal Failure,October-2025
2025-10-09,Night,P30B,p30 seal pot pressure,p30 seal pot pressure,1,0,0,0,0,0,0,1,Seal Failure,2025-10-09 | Night | Seal Failure,October-2025
2025-10-09,Night,P31A,seal pot level on p-31a and p-10b is getting low.,seal pot level on p-31a and p-10b is getting low.,0,1,0,0,0,0,0,1,Low Level,2025-10-09 | Night | Low Level,October-2025
2025-10-09,Night,P45B,bin 2 p45b- seal replacement,bin 2 p45b- seal replacement,1,0,0,0,0,0,0,1,Seal Failure,2025-10-09 | Night | Seal Failure,October-2025
2025-10-10,Day,P208A,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-10 | Day | Flow Issue,October-2025
2025-10-10,Day,P208B,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-10 | Day | Flow Issue,October-2025
2025-10-10,Day,P208S,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-10 | Day | Flow Issue,October-2025
2025-10-10,Day,P211S,single source loto on p-211 motor,single source loto on p-211 motor,0,0,0,0,0,1,0,0,Maintenance,2025-10-10 | Day | Maintenance,October-2025
2025-10-10,Day,P45A,bin 2 p45a seal oil pot repair.,bin 2 p45a seal oil pot repair.,1,0,0,0,0,0,0,1,Seal Failure,2025-10-10 | Day | Seal Failure,October-2025
2025-10-11,Day,P208A,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-11 | Day | Flow Issue,October-2025
2025-10-11,Day,P208B,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-11 | Day | Flow Issue,October-2025
2025-10-11,Day,P208S,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-11 | Day | Flow Issue,October-2025
2025-10-11,Day,P23C,"bin 1 p-23c | - bin 1: p-23c (pump has come loose from foundation and was causing high vibrations, maintenance notified)","bin 1 p-23c | - bin 1: p-23c (pump has come loose from foundation and was causing high vibrations, maintenance notified)",0,0,0,0,0,1,0,0,Maintenance,2025-10-11 | Day | Maintenance,October-2025
2025-10-11,Day,P26A,"p-24 is in ‘off’, with the discharge blocked in to prevent p-26 from filling the p-24 sump. maintenance has been notified.","p-24 is in ‘off’, with the discharge blocked in to prevent p-26 from filling the p-24 sump. maintenance has been notified.",0,0,0,0,0,1,0,0,Maintenance,2025-10-11 | Day | Maintenance,October-2025
2025-10-11,Day,P26B,"p-24 is in ‘off’, with the discharge blocked in to prevent p-26 from filling the p-24 sump. maintenance has been notified.","p-24 is in ‘off’, with the discharge blocked in to prevent p-26 from filling the p-24 sump. maintenance has been notified.",0,0,0,0,0,1,0,0,Maintenance,2025-10-11 | Day | Maintenance,October-2025
2025-10-12,Day,P208A,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-12 | Day | Flow Issue,October-2025
2025-10-12,Day,P208B,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-12 | Day | Flow Issue,October-2025
2025-10-12,Day,P208S,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,fv-7050 – (p-208 kickback) | fv-7050 p-208 kick back,0,0,0,0,1,0,0,1,Flow Issue,2025-10-12 | Day | Flow Issue,October-2025
2025-10-12,Day,P23C,"bin 1 p-23c | - p-23c | - bin 1: p-23c (pump has come loose from foundation and was causing high vibrations, maintenance notified)","bin 1 p-23c | - p-23c | - bin 1: p-23c (pump has come loose from foundation and was causing high vibrations, maintenance notified)",0,0,0,0,0,1,0,0,Maintenance,2025-10-12 | Day | Maintenance,October-2025
2025-10-12,Day,P26A,"p-24 is in ‘off’, with the discharge blocked in to prevent p-26 from filling the p-24 sump. maintenance has been notified.","p-24 is in ‘off’, with the discharge blocked in to prevent p-26 from filling the p-24 sump. maintenance has been notified.",0,0,0,0,0,1,0,0,Maintenance,2025-10-12 | Day | Maintenance,October-2025
